Institution Name,City,State,Fall 2013 Enrollment
University of Phoenix-Philadelphia Campus,Wayne,PA,739
Bennington College,Bennington,VT,738
DeVry University-North Carolina,Charlotte,NC,737
Tabor College,Hillsboro,KS,736
Monterey Institute of International Studies,Monterey,CA,731
Central Yeshiva Tomchei Tmimim Lubavitz,Brooklyn,NY,731
Kansas Wesleyan University,Salina,KS,729
Bethany College,Bethany,WV,726
University of Phoenix-West Florida Campus,Temple Terrace,FL,717
Webber International University,Babson Park,FL,715
Northwood University-Texas,Cedar Hill,TX,713
Vermilion Community College,Ely,MN,711
Bryan College of Health Sciences,Lincoln,NE,711
Sweet Briar College,Sweet Briar,VA,710
University of Phoenix-Richmond-Virginia Beach Campus,Glen Allen,VA,706
Argosy University-Inland Empire,Ontario,CA,704
Pennsylvania State University-Penn State Beaver,Monaca,PA,703
Brevard College,Brevard,NC,701
Saint Francis Medical Center College of Nursing,Peoria,IL,701
Wesleyan College,Macon,GA,700
South University–Richmond,Glen Allen,VA,699
Denver School of Nursing,Denver,CO,696
University of Phoenix-Oregon Campus,Tigard,OR,694
Brewton-Parker College,Mount Vernon,GA,693
Eureka College,Eureka,IL,692
Sterling College,Sterling,KS,690
East-West University,Chicago,IL,684
Saint Gregory's University,Shawnee,OK,684
University of Western States,Portland,OR,682
University of Connecticut-Avery Point,Groton,CT,682
Randolph College,Lynchburg,VA,682
South University-Montgomery,Montgomery,AL,682
Northwest Indian College,Bellingham,WA,681
Pennsylvania State University-Penn State New Kensington,New Kensington,PA,680
Bennett College,Greensboro,NC,680
San Francisco Art Institute,San Francisco,CA,680
Silver Lake College of the Holy Family,Manitowoc,WI,679
Louisburg College,Louisburg,NC,678
Gratz College,Melrose Park,PA,673
Argosy University-Orange County,Orange,CA,673
DeVry University-Washington,Federal Way,WA,673
Westwood College-Los Angeles,Los Angeles,CA,672
Alaska Pacific University,Anchorage,AK,669
Milwaukee Institute of Art & Design,Milwaukee,WI,667
Bethany College,Lindsborg,KS,665
The Art Institute of Virginia Beach,Virginia Beach,VA,663
Southern Virginia University,Buena Vista,VA,662
Wilson College,Chambersburg,PA,662
Centenary College of Louisiana,Shreveport,LA,661
Northwest Christian University,Eugene,OR,660
Kentucky Wesleyan College,Owensboro,KY,657
McPherson College,McPherson,KS,656
Ottawa University-Phoenix,Phoenix,AZ,653
School of the Museum of Fine Arts-Boston,Boston,MA,651
Allen University,Columbia,SC,651
Chamberlain College of Nursing-Florida,Jacksonville,FL,649
South Baylo University,Anaheim,CA,647
Northwood University-Florida,West Palm Beach,FL,646
Fisk University,Nashville,TN,646
Ohio State University Agricultural Technical Institute,Wooster,OH,643
The Art Institute of Charleston,Charleston,SC,643
University of Phoenix-Western Washington Campus,Tukwila,WA,642
St Andrews University,Laurinburg,NC,635
Arizona Christian University,Phoenix,AZ,635
Aspen University,Denver,CO,633
University of Phoenix-Southern Colorado Campus,Colorado Springs,CO,632
Amridge University,Montgomery,AL,631
Alice Lloyd College,Pippa Passes,KY,631
Life Pacific College,San Dimas,CA,627
National Labor College,Silver Spring,MD,623
Pennsylvania State University-Penn State Greater Allegheny,McKeesport,PA,623
Argosy University-Los Angeles,Los Angeles,CA,620
Salem International University,Salem,WV,618
Pennsylvania State University-Penn State Wilkes-Barre,Lehman,PA,613
Chamberlain College of Nursing-Georgia,Atlanta,GA,613
University of Phoenix-Little Rock Campus,Little Rock,AR,611
Selma University,Selma,AL,611
Laurel University,High Point,NC,610
Jarvis Christian College,Hawkins,TX,609
Caribbean University-Vega Baja,Vega Baja,PR,604
Yeshivath Viznitz,Monsey,NY,604
Pacific College of Oriental Medicine-New York,New York,NY,602
Concordia College Alabama,Selma,AL,600
Harrington College of Design,Chicago,IL,600
Iowa Wesleyan College,Mount Pleasant,IA,599
King's University,Van Nuys,CA,598
McNally Smith College of Music,Saint Paul,MN,596
Kentucky Christian University,Grayson,KY,594
Lyon College,Batesville,AR,592
Goddard College,Plainfield,VT,592
New York School of Interior Design,New York,NY,589
University of the Ozarks,Clarksville,AR,585
Virginia University of Lynchburg,Lynchburg,VA,582
Allen College,Waterloo,IA,581
Grace Bible College,Wyoming,MI,579
Bethany Lutheran College,Mankato,MN,579
University of Phoenix-St Louis Campus,Saint Louis,MO,575
Aquinas College,Nashville,TN,574
Williams Baptist College,Walnut Ridge,AR,574
Expression College for Digital Arts,Emeryville,CA,574
Westwood College-South Bay,Torrance,CA,571
MacMurray College,Jacksonville,IL,571
University of Phoenix-Baton Rouge Campus,Baton Rouge,LA,570
The Art Institute of California-Argosy University-Silicon Valley,Sunnyvale,CA,570
Strayer University-Kentucky,Lexington,KY,568
Cleveland Institute of Art,Cleveland,OH,568
University of Phoenix-Kansas City Campus,Kansas City,MO,567
Word of Life Bible Institute,Pottersville,NY,562
University of Phoenix-Maryland Campus,Columbia,MD,560
Argosy University-San Francisco Bay Area,Alameda,CA,559
Florida College,Temple Terrace,FL,558
Ottawa University-Ottawa,Ottawa,KS,558
Philander Smith College,Little Rock,AR,556
Unity College,Unity,ME,553
Northland College,Ashland,WI,552
Argosy University-Nashville,Nashville,TN,551
Corcoran College of Art and Design,Washington,DC,548
Cleary University,Ann Arbor,MI,546
Laguna College of Art and Design,Laguna Beach,CA,544
Blackburn College,Carlinville,IL,543
Trine University-Regional/Non-Traditional Campuses,Fort Wayne,IN,541
Mt Sierra College,Monrovia,CA,538
Voorhees College,Denmark,SC,536
The Art Institute of Wisconsin,Milwaukee,WI,535
Wells College,Aurora,NY,534
Argosy University-Tampa,Tampa,FL,533
Spencerian College-Louisville,Louisville,KY,533
Blue Mountain College,Blue Mountain,MS,532
Southwestern Indian Polytechnic Institute,Albuquerque,NM,530
The Baptist College of Florida,Graceville,FL,529
Escuela de Artes Plasticas de Puerto Rico,San Juan,PR,529
Finlandia University,Hancock,MI,525
Holy Cross College,Notre Dame,IN,524
University of Phoenix-Louisiana Campus,Metairie,LA,524
Jacksonville College-Main Campus,Jacksonville,TX,524
Ner Israel Rabbinical College,Baltimore,MD,523
Hebrew Theological College,Skokie,IL,522
Bryant & Stratton College-Syracuse,Syracuse,NY,522
American InterContinental University-Houston,Houston,TX,521
Brooks Institute,Santa Barbara,CA,518
Pacific Northwest College of Art,Portland,OR,517
The King’s College,New York,NY,516
Chamberlain College of Nursing-Arizona,Phoenix,AZ,515
Linfield College-Adult Degree Program,McMinnville,OR,515
Charles R Drew University of Medicine and Science,Los Angeles,CA,515
Newschool of Architecture and Design,San Diego,CA,514
Living Arts College,Raleigh,NC,513
Pacific College of Oriental Medicine-San Diego,San Diego,CA,510
Methodist College,Peoria,IL,508
Principia College,Elsah,IL,508
Martin University,Indianapolis,IN,506
New Hampshire Institute of Art,Manchester,NH,506
Warner Pacific College,Portland,OR,506
United Tribes Technical College,Bismarck,ND,505
Clearwater Christian College,Clearwater,FL,505
South University-Novi,Novi,MI,503
Cleveland University-Kansas City,Overland Park,KS,500
College of Biblical Studies-Houston,Houston,TX,498
The Art Institutes International–Kansas City,Lenexa,KS,495
University of Minnesota-Rochester,Rochester,MN,495
Argosy University-Dallas,Farmers Branch,TX,495
Landmark College,Putney,VT,494
Argosy University-Schaumburg,Schaumburg,IL,493
Southern California Institute of Architecture,Los Angeles,CA,493
Lincoln University,Oakland,CA,492
Puerto Rico Conservatory of Music,San Juan,PR,492
Rabbinical Seminary of America,Flushing,NY,491
St John's College,Annapolis,MD,490
Chamberlain College of Nursing-Missouri,St. Louis,MO,488
Argosy University-San Diego,San Diego,CA,487
Moore College of Art and Design,Philadelphia,PA,484
Benjamin Franklin Institute of Technology,Boston,MA,482
Bethel College-North Newton,North Newton,KS,482
Grace University,Omaha,NE,481
Southern Vermont College,Bennington,VT,480
Wilberforce University,Wilberforce,OH,479
Flagler College-Tallahassee,Tallahassee,FL,478
Donnelly College,Kansas City,KS,474
International Academy of Design and Technology-Tampa,Tampa,FL,474
Cogswell College,Sunnyvale,CA,472
Prince William Sound Community College,Valdez,AK,471
York College,York,NE,470
New Mexico Military Institute,Roswell,NM,470
Universidad Central Del Caribe,Bayamon,PR,467
DeVry University-Indiana,Indianapolis,IN,467
The Art Institute of Salt Lake City,Draper,UT,466
DeVry University-Minnesota,Edina,MN,466
Washington County Community College,Calais,ME,463
Resurrection University,Chicago,IL,462
The Art Institutes of York-PA,York,PA,462
Herzing University-Atlanta,Atlanta,GA,459
Ottawa University-Online,Ottawa,KS,458
New England School of Communications,Bangor,ME,457
University of Phoenix-Jersey City Campus,Jersey City,NJ,455
University of Phoenix-Chattanooga Campus,Chattanooga,TN,454
Sofia University,Palo Alto,CA,453
DeVry University-Tennessee,Memphis,TN,452
Ohio Valley University,Vienna,WV,451
Cleveland Institute of Music,Cleveland,OH,451
Bradford School,Columbus,OH,449
Westwood College-Atlanta Midtown,Atlanta,GA,448
International Academy of Design and Technology-Henderson,Henderson,NV,447
Jewish Theological Seminary of America,New York,NY,446
Hesston College,Hesston,KS,445
DeVry University-Nevada,Henderson,NV,440
Elizabethtown College School of Continuing and Professional Studies,Elizabethtown,PA,440
Bradford School,Pittsburgh,PA,439
Westwood College-Denver North,Denver,CO,438
Saint Luke's College of Health Sciences,Kansas City,MO,436
Sacred Heart Major Seminary,Detroit,MI,436
University of Phoenix-Tulsa Campus,Tulsa,OK,435
University of Phoenix-Oklahoma City Campus,Oklahoma City,OK,433
Memphis College of Art,Memphis,TN,428
Johnson College,Scranton,PA,427
The Restaurant School at Walnut Hill College,Philadelphia,PA,427
The Art Institute of Tucson,Tucson,AZ,426
University of Phoenix-Northwest Arkansas Campus,Rogers,AR,424
Miles Community College,Miles City,MT,422
Institute of American Indian and Alaska Native Culture,Santa Fe,NM,422
Neumont University,Salt Lake City,UT,420
St John's College,Santa Fe,NM,419
Marion Military Institute,Marion,AL,418
Pillar College,Newark,NJ,418
Westwood College-Chicago Loop,Chicago,IL,417
The Art Institute of St Louis,St Charles,MO,415
Universidad Pentecostal Mizpa,Rio Piedras,PR,412
Soka University of America,Aliso Viejo,CA,412
Morrison University,Reno,NV,411
Maine College of Art,Portland,ME,409
Northpoint Bible College,Haverhill,MA,409
Bon Secours Memorial College of Nursing,Richmond,VA,408
Research College of Nursing,Kansas City,MO,408
American Academy of Art,Chicago,IL,406
International Business College-Fort Wayne,Fort Wayne,IN,406
Fort Peck Community College,Poplar,MT,405
California University of Management and Sciences,Anaheim,CA,405
International Business College-Indianapolis,Indianapolis,IN,399
San Francisco Conservatory of Music,San Francisco,CA,399
Argosy University-Denver,Denver,CO,398
Davis College,Johnson City,NY,395
Montserrat College of Art,Beverly,MA,392
University of Phoenix-Savannah Campus,Savannah,GA,391
Holy Apostles College and Seminary,Cromwell,CT,385
University of Phoenix-Cleveland Campus,Beachwood,OH,385
Piedmont International University,Winston Salem,NC,384
International Academy of Design and Technology-Seattle,Tukwila,WA,384
King's College,Charlotte,NC,381
Sullivan College of Technology and Design,Louisville,KY,381
Faith Theological Seminary,Baltimore,MD,380
Virginia Intermont College,Bristol,VA,378
North American University,Houston,TX,378
Colorado Heights University,Denver,CO,375
Antioch University-Santa Barbara,Santa Barbara,CA,375
Dawson Community College,Glendive,MT,372
Hickey College,Saint Louis,MO,372
University of Phoenix-Indianapolis Campus,Indianapolis,IN,372
Westwood College-Arlington Ballston,Arlington,VA,371
College of the Atlantic,Bar Harbor,ME,370
Baptist Bible College,Springfield,MO,367
Reading Hospital School of Health Sciences,Reading,PA,367
University of Pittsburgh-Titusville,Titusville,PA,367
SUM Bible College and Theological Seminary,Oakland,CA,367
Thomas Aquinas College,Santa Paula,CA,366
Argosy University-Seattle,Seattle,WA,365
Hiwassee College,Madisonville,TN,364
Chamberlain College of Nursing-Virginia,Arlington,VA,364
Touro University Worldwide,Los Alamitos,CA,363
Watkins College of Art Design & Film,Nashville,TN,363
University of the West,Rosemead,CA,362
Muhlenberg Harold B and Dorothy A Snyder Schools-School of Nursing,Plainfield,NJ,361
Sentara College of Health Sciences,Chesapeake,VA,360
Ottawa University-Kansas City,Overland Park,KS,356
International Academy of Design and Technology-San Antonio,San Antonio,TX,356
Franklin W Olin College of Engineering,Needham,MA,355
Bethesda University of California,Anaheim,CA,353
International Academy of Design and Technology-Troy,Troy,MI,351
Bard College at Simon's Rock,Great Barrington,MA,350
International Academy of Design and Technology-Orlando,Orlando,FL,348
Westwood College-Annandale,Annandale,VA,348
Strayer University-Delaware,Newark,DE,347
Yeshiva of Machzikai Hadas,Brooklyn,NY,347
Judson College,Marion,AL,347
United States Sports Academy,Daphne,AL,347
Trinity International University-Florida,Davie,FL,347
International Academy of Design and Technology-Chicago,Chicago,IL,346
Pine Manor College,Chestnut Hill,MA,346
Linfield College-School of Nursing,Portland,OR,344
Harrisburg University of Science and Technology,Harrisburg,PA,344
Ottawa University-Milwaukee,Brookfield,WI,341
University of the Potomac-Washington DC Campus,Washington,DC,341
Welch College,Nashville,TN,338
Crouse Hospital College of Nursing,Syracuse,NY,336
Calvary Bible College and Theological Seminary,Kansas City,MO,328
The Robert B Miller College,Battle Creek,MI,328
Manhattan Christian College,Manhattan,KS,327
Northland International University,Dunbar,WI,327
Bellin College,Green Bay,WI,325
Trinity Baptist College,Jacksonville,FL,323
Criswell College,Dallas,TX,323
Westwood College-River Oaks,Calumet City,IL,321
Talmudical Seminary Oholei Torah,Brooklyn,NY,321
West Coast University-Dallas,Dallas,TX,320
Faith Evangelical College & Seminary,Tacoma,WA,318
California Miramar University,San Diego,CA,317
The University of Texas MD Anderson Cancer Center,Houston,TX,317
Dallas Christian College,Dallas,TX,316
Rabbinical College Bobover Yeshiva Bnei Zion,Brooklyn,NY,316
Andrew College,Cuthbert,GA,316
Lakeview College of Nursing,Danville,IL,316
Rainy River Community College,International Falls,MN,315
Columbia College-Hollywood,Tarzana,CA,314
Whitworth University-Adult Degree Programs,Spokane,WA,313
University of Phoenix-Washington DC Campus,Washington,DC,313
Antioch University-Midwest,Yellow Springs,OH,310
Talmudical Seminary of Bobov,Brooklyn,NY,307
University of Phoenix-Idaho Campus,Meridian,ID,307
University of Phoenix-West Michigan Campus,Walker,MI,306
Gods Bible School and College,Cincinnati,OH,305
DeVry University-Michigan,Southfield,MI,304
DeVry University-Wisconsin,Milwaukee,WI,304
St Joseph's College of Nursing at St Joseph's Hospital Health Center,Syracuse,NY,302
Johnson University Florida,Kissimmee,FL,302
Central Christian College of the Bible,Moberly,MO,302
University of Phoenix-Birmingham Campus,Birmingham,AL,301
Digital Media Arts College,Boca Raton,FL,300
Nebraska College of Technical Agriculture,Curtis,NE,300
Pennsylvania Academy of the Fine Arts,Philadelphia,PA,299
Westwood College-O'Hare Airport,Chicago,IL,298
Be'er Yaakov Talmudic Seminary,Spring Valley,NY,298
San Juan Bautista School of Medicine,Caguas,PR,295
National American University-Ellsworth AFB Extension,Ellsworth Air Force Base,SD,292
Kuyper College,Grand Rapids,MI,291
Saint Anthony College of Nursing,Rockford,IL,291
American University of Health Sciences,Signal Hill,CA,287
Appalachian Bible College,Mount Hope,WV,285
United States University,Chula Vista,CA,282
National American University-Colorado Springs,Colorado Springs,CO,281
Mesivta Torah Vodaath Rabbinical Seminary,Brooklyn,NY,279
Sitting Bull College,Fort Yates,ND,279
Bryn Athyn College of the New Church,Bryn Athyn,PA,278
Cottey College,Nevada,MO,277
Strayer University-Mississippi,Jackson,MS,277
Colorado Technical University-Sioux Falls,Sioux Falls,SD,276
Westwood College-Denver South,Denver,CO,275
New York Conservatory for Dramatic Arts,New York,NY,273
College of St Joseph,Rutland,VT,271
LIU Brentwood,Brentwood,NY,270
Valley Forge Military College,Wayne,PA,268
University of Phoenix-Milwaukee Campus,Milwaukee,WI,268
Faith Baptist Bible College and Theological Seminary,Ankeny,IA,267
John Paul the Great Catholic University,Escondido,CA,263
World Mission University,Los Angeles,CA,261
Marlboro College,Marlboro,VT,260
Barclay College,Haviland,KS,260
Rabbinical Academy Mesivta Rabbi Chaim Berlin,Brooklyn,NY,258
Chamberlain College of Nursing-Texas,Houston,TX,258
Crossroads Bible College,Indianapolis,IN,257
Ilisagvik College,Barrow,AK,257
Blessing Rieman College of Nursing,Quincy,IL,256
Collins College,Phoenix,AZ,254
Georgia Christian University,Atlanta,GA,251
Yeshiva of Nitra Rabbinical College,Mount Kisco,NY,250
South University-High Point,High Point,NC,249
Sh'or Yoshuv Rabbinical College,Lawrence,NY,248
Arlington Baptist College,Arlington,TX,245
Saint Louis Christian College,Florissant,MO,245
The Art Institute of Washington-Dulles,Sterling,VA,244
Argosy University-Salt Lake City,Draper,UT,243
Tohono O'Odham Community College,Sells,AZ,243
Paul Quinn College,Dallas,TX,243
Burlington College,Burlington,VT,243
Rabbinical College of America,Morristown,NJ,239
Saint Charles Borromeo Seminary-Overbrook,Wynnewood,PA,238
Brown College-Mendota Heights,Mendota Heights,MN,237
Globe University-Minneapolis,Minneapolis,MN,237
Remington College-Heathrow Campus,Heathrow,FL,235
Minneapolis Business College,Roseville,MN,235
Joffrey Ballet School,New York,NY,230
American Jewish University,Los Angeles,CA,229
National American University-Bellevue,Bellevue,NE,227
Central Maine Medical Center College of Nursing and Health Professions,Lewiston,ME,225
Trinity College of Florida,Trinity,FL,224
Mirrer Yeshiva Cent Institute,Brooklyn,NY,224
Southwest University of Visual Arts-Albuquerque,Albuquerque,NM,224
Pennsylvania College of Art and Design,Lancaster,PA,223
Strayer University-Illinois,Chicago,IL,222
Southwest University of Visual Arts-Tucson,Tucson,AZ,221
American Academy of Dramatic Arts-New York,New York,NY,216
University of Phoenix-Louisville Campus,Louisville,KY,216
LIU Riverhead,Riverhead,NY,215
Art Academy of Cincinnati,Cincinnati,OH,215
Pontifical College Josephinum,Columbus,OH,213
University of Phoenix-Boston Campus,Braintree,MA,210
Strayer University-West Virginia,Scott Depot,WV,210
Platt College-Aurora,Aurora,CO,209
Lutheran School of Nursing,Saint Louis,MO,209
Hellenic College-Holy Cross Greek Orthodox School of Theology,Brookline,MA,208
Strayer University-Arkansas,Little Rock,AR,207
Commonwealth Technical Institute,Johnstown,PA,206
Hillsdale Free Will Baptist College,Moore,OK,202
Universidad Teologica del Caribe,Trujillo Alto,PR,202
Michigan Career and Technical Institute,Plainwell,MI,200
Crowley's Ridge College,Paragould,AR,200
Hobe Sound Bible College,Hobe Sound,FL,200
Trinity Bible College,Ellendale,ND,198
Yeshivath Zichron Moshe,South Fallsburgh,NY,198
Delaware College of Art and Design,Wilmington,DE,196
Trinity Lutheran College,Everett,WA,194
Great Lakes Christian College,Lansing,MI,194
International Academy of Design and Technology-Sacramento,Sacramento,CA,194
Saint John's Seminary,Brighton,MA,192
College of the Muscogee Nation,Okmulgee,OK,191
Beacon College,Leesburg,FL,190
Antonelli Institute,Erdenheim,PA,189
Southern California Seminary,El Cajon,CA,189
National American University-Mesquite,Mesquite,TX,189
Baptist University of the Americas,San Antonio,TX,189
Hebrew College,Newton Centre,MA,188
Emmaus Bible College,Dubuque,IA,187
Boise Bible College,Boise,ID,186
Westwood College-Dupage,Woodridge,IL,186
Antioch College,Yellow Springs,OH,186
Clinton College,Rock Hill,SC,185
DeVry University-Oklahoma,Oklahoma City,OK,184
Strayer University-Louisiana,Metairie,LA,182
Yeshiva Toras Chaim,Lakewood,NJ,182
Design Institute of San Diego,San Diego,CA,181
Torah Temimah Talmudical Seminary,Brooklyn,NY,180
O'More College of Design,Franklin,TN,180
University of Phoenix-Minneapolis St Paul Campus,Saint Louis Park,MN,180
New Hope Christian College-Eugene,Eugene,OR,179
VanderCook College of Music,Chicago,IL,178
New Saint Andrews College,Moscow,ID,178
Ecclesia College,Springdale,AR,178
Careers Unlimited,Orem,UT,176
Pacific States University,Los Angeles,CA,173
Acupuncture and Massage College,Miami,FL,173
Southwestern Christian College,Terrell,TX,172
Mount Angel Seminary,Saint Benedict,OR,170
Curtis Institute of Music,Philadelphia,PA,168
University of Phoenix-Raleigh Campus,Raleigh,NC,166
Yeshivat Mikdash Melech,Brooklyn,NY,164
American InterContinental University-South Florida,Weston,FL,164
New Life Theological Seminary,Charlotte,NC,163
Mid-Atlantic Christian University,Elizabeth City,NC,162
Southeastern Bible College,Birmingham,AL,161
Spencerian College-Lexington,Lexington,KY,159
Schiller International University,Largo,FL,159
Chamberlain College of Nursing-Indiana,Indianapolis,IN,159
University of Phoenix-Northern Nevada Campus,Reno,NV,158
Columbia College of Nursing,Glendale,WI,157
Cathedral Bible College,Myrtle Beach,SC,156
Oregon College of Art and Craft,Portland,OR,156
South University-Austin,Austin,TX,156
Rabbinical College of Ohr Shimon Yisroel,Brooklyn,NY,155
Paier College of Art Inc,Hamden,CT,155
Yeshiva Derech Chaim,Brooklyn,NY,153
Clear Creek Baptist Bible College,Pineville,KY,152
Broadview Entertainment Arts University,Salt Lake City,UT,151
DeVry University-Utah,Sandy,UT,150
Nebraska Christian College,Papillion,NE,150
Southwest Collegiate Institute for the Deaf,Big Spring,TX,149
DeVry University-Oregon,Portland,OR,149
Machzikei Hadath Rabbinical College,Brooklyn,NY,148
New Hope Christian College-Honolulu,Honolulu,HI,147
Abraham Lincoln University,Los Angeles,CA,144
American Baptist College,Nashville,TN,144
Oak Hills Christian College,Bemidji,MN,143
Atlantic Institute of Oriental Medicine,Fort Lauderdale,FL,142
Strayer University-Indiana,Indianapolis,IN,142
National Graduate School of Quality Management,Falmouth,MA,142
Ohio Mid-Western College,Cincinnati,OH,140
University of Phoenix-McAllen Campus,Mission,TX,139
DeVry University-Maryland,Bethesda,MD,137
Grace Mission University,Fullerton,CA,136
University of Phoenix-Shreveport-Bossier Campus,Bossier City,LA,136
Sanford College of Nursing,Bismarck,ND,136
Strayer University-Minnesota,St. Louis Park,MN,135
Johnson & Wales University-Online,Providence,RI,135
Saint Joseph Seminary College,St. Benedict,LA,133
Yeshiva Ohr Elchonon Chabad West Coast Talmudical Seminary,Los Angeles,CA,131
Yeshiva of the Telshe Alumni,Riverdale,NY,126
South Florida Bible College and Theological Seminary,Deerfield Beach,FL,126
Yeshiva Gedolah Imrei Yosef D'spinka,Brooklyn,NY,125
Polytechnic University of Puerto Rico-Orlando,Orlando,FL,125
Talmudical Yeshiva of Philadelphia,Philadelphia,PA,124
St John's College of Nursing,Springfield,IL,124
Kenrick Glennon Seminary,Saint Louis,MO,123
Baptist Missionary Association Theological Seminary,Jacksonville,TX,123
John A Gupton College,Nashville,TN,122
Du Bois Business College-Du Bois,Du Bois,PA,122
Meredith Manor International Equestrian Center,Waverly,WV,121
Kehilath Yakov Rabbinical Seminary,Ossining,NY,120
Polytechnic University of Puerto Rico-Miami,Miami,FL,120
University of Phoenix-Cincinnati Campus,West Chester,OH,119
Yeshiva Karlin Stolin,Brooklyn,NY,119
Yeshivas Novominsk,Brooklyn,NY,118
Visible Music College,Memphis,TN,118
Yeshiva Shaarei Torah of Rockland,Suffern,NY,116
Sterling College,Craftsbury Common,VT,116
Unification Theological Seminary,Barrytown,NY,114
Marlboro College-Graduate School,Brattleboro,VT,114
Ottawa University-Jeffersonville,Jeffersonville,IN,114
Bais Medrash Toras Chesed,Lakewood,NJ,114
Grace School of Theology,Conroe,TX,114
Beis Medrash Heichal Dovid,Far Rockaway,NY,113
Millennia Atlantic University,Doral,FL,112
Virginia Baptist College,Fredericksburg,VA,108
Rio Grande Bible Institute,Edinburg,TX,108
Midwest College of Oriental Medicine-Chicago,Chicago,IL,107
Maple Springs Baptist Bible College and Seminary,Capitol Heights,MD,105
Strayer University-Utah,Sandy,UT,103
Morrison Institute of Technology,Morrison,IL,103
Carver Bible College,Atlanta,GA,103
Crossroads College,Rochester,MN,101
Muhlenberg Harold B and Dorothy A Snyder Schools-School of Imaging,Plainfield,NJ,100
Remington College of Nursing Orlando,Lake Mary,FL,100
Conception Seminary College,Conception,MO,99
Joe Kubert School of Cartoon and Graphic Art,Dover,NJ,98
University of Phoenix-Knoxville Campus,Knoxville,TN,98
Shimer College,Chicago,IL,97
Boston Baptist College,Boston,MA,96
Rabbinical College of Long Island,Long Beach,NY,96
Rabbinical College Telshe,Wickliffe,OH,96
Western Pennsylvania Hospital School of Nursing,Pittsburgh,PA,95
Yeshiva Shaar Hatorah,Kew Gardens,NY,95
Ohr Hameir Theological Seminary,Peekskill,NY,94
Northwest College of Art & Design,Poulsbo,WA,94
Saint John Vianney College Seminary,Miami,FL,94
Heritage Christian University,Florence,AL,94
Strayer University-Missouri,Kansas City,MO,94
Saint Patrick's Seminary and University,Menlo Park,CA,92
The Ailey School,New York,NY,91
University of Phoenix-Lafayette Campus,Lafayette,LA,91
Divine Word College,Epworth,IA,90
Texas Health and Science University,Austin,TX,88
Rabbi Jacob Joseph School,Edison,NJ,86
Webb Institute,Glen Cove,NY,82
Graham Hospital School of Nursing,Canton,IL,82
Birthingway College of Midwifery,Portland,OR,82
Thomas More College of Liberal Arts,Merrimack,NH,80
Mesivtha Tifereth Jerusalem of America,New York,NY,80
Pacific Islands University,Mangilao,GU,79
Kentucky Mountain Bible College,Vancleve,KY,79
American Indian College of the Assemblies of God Inc,Phoenix,AZ,79
DeVry University-Kentucky,Louisville,KY,78
City Vision College,Kansas City,MO,78
Lyme Academy College of Fine Arts,Old Lyme,CT,77
Telshe Yeshiva-Chicago,Chicago,IL,77
Shepherds Theological Seminary,Cary,NC,76
Yeshiva Gedolah of Greater Detroit,Oak Park,MI,74
Williamson Christian College,Franklin,TN,72
Yeshiva Gedolah Kesser Torah,Monsey,NY,70
Talmudical Academy-New Jersey,Adelphia,NJ,68
Heritage Bible College,Dunn,NC,67
University of Phoenix-Wichita Campus,Wichita,KS,67
University of Phoenix-Jackson Campus,Flowood,MS,66
Providence Christian College,Pasadena,CA,66
Yeshiva Yesodei Hatorah,Lakewood,NJ,64
University of Phoenix-Columbus Ohio Campus,Columbus,OH,61
University of Phoenix-Des Moines Campus,Des Moines,IA,61
Yeshivas Be'er Yitzchok,Elizabeth,NJ,61
International Baptist College and Seminary,Chandler,AZ,61
Austin Graduate School of Theology,Austin,TX,60
University of Phoenix-Harrisburg Campus,Harrisburg,PA,60
Tri-State Bible College,South Point,OH,59
Bais Binyomin Academy,Stamford,CT,59
University of Phoenix-Springfield Campus,Springfield,MO,58
Horizon University,San Diego,CA,58
Yeshiva of Far Rockaway Derech Ayson Rabbinical Seminary,Far Rockaway,NY,57
Beth Hamedrash Shaarei Yosher Institute,Brooklyn,NY,55
Lexington College,Chicago,IL,55
Bais Medrash Elyon,Monsey,NY,54
University of Phoenix-Madison Campus,Madison,WI,54
Alaska Christian College,Soldotna,AK,53
Yeshiva D'monsey Rabbinical College,Monsey,NY,53
Carolina Christian College,Winston Salem,NC,53
Shasta Bible College and Graduate School,Redding,CA,53
Yeshivath Beth Moshe,Scranton,PA,52
Yeshivah Gedolah Rabbinical College,Miami Beach,FL,51
Bais HaMedrash and Mesivta of Baltimore,Baltimore,MD,49
Messenger College,Euless,TX,47
Beth Hatalmud Rabbinical College,Brooklyn,NY,47
Rabbinical College Beth Shraga,Monsey,NY,47
Yeshiva and Kollel Harbotzas Torah,Brooklyn,NY,46
Yeshiva College of the Nations Capital,Silver Spring,MD,45
Rosedale Bible College,Irwin,OH,45
Talmudic College of Florida,Miami Beach,FL,44
University of Phoenix-Pittsburgh Campus,Pittsburgh,PA,43
Rabbinical College of Ch'san Sofer New York,Brooklyn,NY,43
Allegheny Wesleyan College,Salem,OH,43
Alaska Bible College,Palmer,AK,42
Christian Life College,Mount Prospect,IL,41
Family of Faith College,Shawnee,OK,39
Southeastern Baptist College,Laurel,MS,38
Mesivta of Eastern Parkway-Yeshiva Zichron Meilech,Brooklyn,NY,36
University of the Potomac-VA Campus,Vienna,VA,35
University of Phoenix-Omaha Campus,Omaha,NE,34
Rabbinical Seminary M'kor Chaim,Brooklyn,NY,34
Mesivta Keser Torah,Belmar,NJ,33
